CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100355,Female,1,No,No,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.1,948.32,No
CUST100356,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),108.38,5745.41,Yes
CUST100357,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),84.16,5493.95,Yes
CUST100358,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.98,1480.5,No
CUST100359,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.1,218.57,Yes
CUST100360,Female,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.11,3000.38,Yes
CUST100361,Female,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.03,1268.87,No
CUST100362,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.39,3426.84,No
CUST100363,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,67.63,1656.89,No
CUST100364,Male,1,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.35,1952.67,No
CUST100365,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),109.92,1928.64,No
CUST100366,Male,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,104.64,1712.16,Yes
CUST100367,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),80.9,2647.71,No
CUST100368,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.23,703.06,No
CUST100369,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.26,6076.16,No
CUST100370,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.57,4156.09,No
CUST100371,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),110.89,7284.38,No
CUST100372,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),86.54,3258.0,No
CUST100373,Male,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,87.22,1872.59,No
CUST100374,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.62,2173.82,No
CUST100375,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),95.23,1105.79,No
CUST100376,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.42,1593.29,No
CUST100377,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.77,4932.2,Yes
CUST100378,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.58,198.83,No
CUST100379,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),116.99,4792.65,No
CUST100380,Male,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.48,3705.8,No
CUST100381,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),73.83,1139.48,Yes
CUST100382,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,103.43,976.85,Yes
CUST100383,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,98.47,5372.86,No
CUST100384,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),68.9,1400.05,No
CUST100385,Male,1,Yes,No,38,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,68.29,2587.43,No
CUST100386,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.3,1661.51,Yes
CUST100387,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,862.6,No
CUST100388,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.15,93.41,Yes
CUST100389,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),121.15,3214.93,Yes
CUST100390,Female,0,Yes,Yes,40,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,77.92,3095.34,No
CUST100391,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.96,985.63,No
CUST100392,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),113.21,5117.27,Yes
CUST100393,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.83,945.26,No
CUST100394,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.33,3054.83,Yes
CUST100395,Female,0,No,No,55,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),126.68,7008.03,No
CUST100396,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),56.52,1425.35,No
CUST100397,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.29,981.19,Yes
CUST100398,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),104.96,6569.99,No
CUST100399,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,78.67,4437.11,No
CUST100400,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.38,3859.83,No
CUST100401,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),100.94,5846.28,No
CUST100402,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,121.25,6932.75,No
CUST100403,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.51,1480.18,No
CUST100404,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.6,3343.51,No
CUST100405,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),114.5,249.29,No
CUST100406,Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,102.49,4411.72,No
CUST100407,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,115.2,2321.98,Yes
CUST100408,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.96,4569.36,Yes
CUST100409,Male,0,Yes,Yes,34,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.82,2383.97,No
CUST100410,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,105.09,6821.84,No
CUST100411,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),93.12,4065.03,No
CUST100412,Male,0,No,No,40,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,100.22,4016.0,No
CUST100413,Male,1,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.24,1701.45,No
CUST100414,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,140.0,4865.9,No
CUST100415,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),115.79,3115.21,No
CUST100416,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,114.69,2939.81,Yes
CUST100417,Male,1,No,No,64,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),110.82,7029.69,No
CUST100418,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.03,4758.35,Yes
CUST100419,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),115.35,1474.03,Yes
CUST100420,Female,1,Yes,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,3864.15,No
CUST100421,Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,62.16,1639.08,Yes
CUST100422,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,57.19,2661.02,No
CUST100423,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.84,413.45,Yes
CUST100424,Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.54,4892.94,No
CUST100425,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),122.76,6783.85,Yes
CUST100426,Female,1,No,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.62,1461.29,No
CUST100427,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),71.46,877.59,No
CUST100428,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.48,2610.98,No
CUST100429,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,95.09,1787.22,No
CUST100430,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),77.0,5252.46,No
CUST100431,Female,0,No,No,56,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.84,4571.11,No
CUST100432,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.28,1803.06,No
CUST100433,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),109.27,4189.33,No
CUST100434,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),114.65,7776.67,No
CUST100435,Male,0,No,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.78,134.88,No
CUST100436,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.92,1194.21,Yes
CUST100437,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.44,20.0,Yes
CUST100438,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),111.59,5474.31,No
CUST100439,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.83,3263.92,Yes
CUST100440,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.77,735.1,Yes
CUST100441,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.14,2060.74,No
CUST100442,Male,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,48.51,2291.16,No
CUST100443,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.3,1007.29,No
CUST100444,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),74.03,2858.58,No
CUST100445,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),83.21,3807.53,No
CUST100446,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,28.44,480.0,Yes
CUST100447,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.81,520.24,No
CUST100448,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.71,2166.85,Yes
CUST100449,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),80.8,3503.23,No
CUST100450,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.33,1758.57,No
CUST100451,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),85.96,2403.77,No
CUST100452,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.86,752.06,Yes
CUST100453,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),89.26,1196.48,No
CUST100454,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,54.57,2254.52,No
CUST100455,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.86,234.5,No
CUST100456,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.71,395.4,No
CUST100457,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.91,415.53,No
CUST100458,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.13,1661.04,No
CUST100459,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,90.05,241.81,No
CUST100460,Female,1,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),115.59,8124.94,No
CUST100461,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.49,2200.67,No
CUST100462,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.55,1789.78,Yes
CUST100463,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.8,5181.29,No
CUST100464,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.51,5002.56,No
CUST100465,Female,1,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.51,2010.94,No
CUST100466,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.4,277.48,No
CUST100467,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,101.84,2665.89,No
CUST100468,Male,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.68,1412.24,No
CUST100469,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),111.81,4760.43,No
CUST100470,Female,1,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,133.34,131.61,Yes
CUST100471,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.81,2744.92,No
CUST100472,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,1040.52,No
CUST100473,Male,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.83,1313.54,No
CUST100474,Female,1,No,No,28,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,60.83,1683.48,No
CUST100475,Female,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.84,2096.55,Yes
CUST100476,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.13,2192.77,Yes
CUST100477,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,73.91,1623.74,No
CUST100478,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),102.54,2605.28,No
CUST100479,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),100.64,2277.37,No
CUST100480,Male,0,Yes,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.9,2727.36,No
CUST100481,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.48,343.39,Yes
CUST100482,Male,1,Yes,No,20,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.12,1652.25,No
CUST100483,Female,1,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),85.18,1849.24,No
CUST100484,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,207.92,No
CUST100485,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.62,6296.57,No
CUST100486,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),119.4,5849.72,Yes
CUST100487,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.87,6493.68,No
CUST100488,Female,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.32,915.86,No
CUST100489,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,113.57,910.09,No
CUST100490,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),103.95,6899.49,No
CUST100491,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,100.14,3207.78,No
CUST100492,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.88,1492.17,No
CUST100493,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.46,1641.24,No
CUST100494,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,108.83,3828.72,No
CUST100495,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,125.47,4413.1,No
CUST100496,Male,0,No,No,21,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,76.96,1599.32,No
CUST100497,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.26,1010.53,No
CUST100498,Female,1,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.67,1201.67,No
CUST100499,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),128.76,214.54,No
CUST100500,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,115.48,1113.41,No
CUST100501,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.47,2155.26,No
CUST100502,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.66,1124.5,No
CUST100503,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,103.91,7455.21,No
CUST100504,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),72.49,3092.99,No
CUST100505,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),72.94,3528.39,Yes
CUST100506,Female,0,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.53,2307.08,Yes
CUST100507,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),101.51,4904.5,No
CUST100508,Male,1,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,109.76,2712.32,Yes
CUST100509,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),104.81,4040.1,No
CUST100510,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.66,1258.82,No
CUST100511,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,99.66,2416.51,Yes
CUST100512,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,122.02,5988.32,Yes
CUST100513,Female,1,Yes,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.08,966.92,No
CUST100514,Female,1,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),78.69,3858.0,No
CUST100515,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.11,4160.51,No
CUST100516,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),124.65,2899.62,Yes
CUST100517,Male,0,No,Yes,4,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),86.84,430.01,No
CUST100518,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,98.67,4974.63,No
CUST100519,Female,1,No,No,60,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,4232.01,No
CUST100520,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,67.55,3614.84,Yes
CUST100521,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.23,3489.97,No
CUST100522,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.39,4266.05,No
CUST100523,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.03,565.99,No
CUST100524,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.36,916.89,No
CUST100525,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),76.19,1783.16,No
CUST100526,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,96.09,1544.74,Yes
CUST100527,Male,0,Yes,Yes,70,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.66,6276.36,No
CUST100528,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),114.53,5541.14,No
CUST100529,Female,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.96,352.81,No
CUST100530,Female,1,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.6,5482.95,Yes
CUST100531,Male,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.59,773.52,Yes
CUST100532,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),70.64,3096.74,No
CUST100533,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.59,1294.55,Yes
